name,href,address
Alachi Masala,https://www.delivery.com/cities/nyc/categories/restaurant/alachi-masala,488 Amsterdam Ave (Between 83rd & 84th St.)
Kouzan,https://www.delivery.com/cities/nyc/categories/restaurant/kouzan,685 Amsterdam Ave (Between 93rd & 94th St.)
Indigo Indian Bistro,https://www.delivery.com/cities/nyc/categories/restaurant/indigo-indian-bistro-columbus-ave,283 Columbus Ave (73rd & Columbus St.)
Green Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/green-cafe-broadway,2585 Broadway (at 97th Street)
Cafe Viva,https://www.delivery.com/cities/nyc/categories/restaurant/cafe-viva,2578 Broadway (Between 97th and 98th Street)
Miyako Sushi,https://www.delivery.com/cities/nyc/categories/restaurant/miyako-sushi,642 Amsterdam Ave (Between 91st & 92nd Street)
Cheesy Pizza,https://www.delivery.com/cities/nyc/categories/restaurant/cheesey-pizza,2640 Broadway (Corner of West 100th St.)
Pearls,https://www.delivery.com/cities/nyc/categories/restaurant/pearls,796 Amsterdam Ave (Between 97th and 100th Street)
Soup Stop (Columbus),https://www.delivery.com/cities/nyc/categories/restaurant/soup-stop-columbus-,517 Columbus Ave (Btw. 84 St. and 85 St.)
Artie's Delicatessen,https://www.delivery.com/cities/nyc/categories/restaurant/arties-delicatessen,2290 Broadway (82nd St & 83rd St)
Swagat Indian Restaurant,https://www.delivery.com/cities/nyc/categories/restaurant/swagat-amsterdam-ave,411A Amsterdam Ave (Between 79th St & 80th St)
Tasty Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/tasty-cafe-broadway,2062 Broadway (71st Street & Broadway (Amsterdam Ave))
City Diner,https://www.delivery.com/cities/nyc/categories/restaurant/city-diner,2441 Broadway (Between 90th and 91st Street)
Sookk,https://www.delivery.com/cities/nyc/categories/restaurant/sookk,2686 Broadway (Between 102nd & 103rd)
Duke Ellington Gourmet Deli and Grocery,https://www.delivery.com/cities/nyc/categories/restaurant/934-columbus-gourmet,934 Columbus Ave (Between W 105th St & W 106th St)
Tum & Yum Thai,https://www.delivery.com/cities/nyc/categories/restaurant/tum-yum-thai,917 Columbus Ave (COLUMBUS AVE and 105th St)
Gigi Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/gigi-cafe-10023,2067 Broadway (Between 71st & 72nd)
Famous Original Ray's Pizza,https://www.delivery.com/cities/nyc/categories/restaurant/famous-original-rays-pizza-4,462 Columbus Ave (Between 82nd & 83rd Street)
Kitaro Sushi,https://www.delivery.com/cities/nyc/categories/restaurant/kitaro-sushi,510 Amsterdam Ave (84th & 85th St.)
Francesco Pizzeria,https://www.delivery.com/cities/nyc/categories/restaurant/francesco-pizzeria,186 Columbus Ave (Between 68th & 69th St)
Europan Bakery Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/europan-bakery-cafe-broadway,2197 Broadway (78th Street)
Raku - It's Japanese II,https://www.delivery.com/cities/nyc/categories/restaurant/raku-its-japanese-ii,57 W 76th St (Corner of Columbus Ave.)
The Manchester Diner,https://www.delivery.com/cities/nyc/categories/restaurant/the-manchester-diner,2800 Broadway (W108th St and W 109th St)
Saigon Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/saigon-cafe,612 Amsterdam Ave (N Broadway W 89th St)
107 West,https://www.delivery.com/cities/nyc/categories/restaurant/107-west,2787 Broadway (107 ST)
Seven's Mediterranean Turkish Grill,https://www.delivery.com/cities/nyc/categories/restaurant/sevens-mediterranean-turkish-grill,158 W 72nd St (Amsterdam & Columbus)
Ayurveda Cafe,https://www.delivery.com/cities/nyc/categories/restaurant/ayurveda-cafe,706 Amsterdam Ave (Between 94th & 95th Street)
Sura,https://www.delivery.com/cities/nyc/categories/restaurant/sura,2656 Broadway (W 101st St Amsterdam Ave)
Columbia Deli & Grocer,https://www.delivery.com/cities/nyc/categories/restaurant/columbia-deli-grocer,945 Amsterdam Ave (Between W 107th and W 106th St)
Hiro Sushi at Ollie's,https://www.delivery.com/cities/nyc/categories/restaurant/hiro-sushi-at-ollies,160 Freedom Pl (Between W 67th and W 68th St)
Pappardella,https://www.delivery.com/cities/nyc/categories/restaurant/pappardella,316 Columbus Ave (75th st)
Amsterdam Deli,https://www.delivery.com/cities/nyc/categories/restaurant/amsterdam-deli,481 Amsterdam Ave (Between W 83rd and W 84th St)
Papa John's Pizza,https://www.delivery.com/cities/nyc/categories/restaurant/papa-johns-pizza-amsterdam-ave,594 Amsterdam Ave (Between 88th and 89th Street)
Nanoosh,https://www.delivery.com/cities/nyc/categories/restaurant/nanoosh,2012 Broadway (Between 68th & 69th)
Bagels & Co.,https://www.delivery.com/cities/nyc/categories/restaurant/bagels-co-,393 AMSTERDAM AVE (E 79th st)
Cascabel Taqueria,https://www.delivery.com/cities/nyc/categories/restaurant/cascabel-taqueria-broadway,2799 Broadway (Corner of W 108th St)
Metro Diner,https://www.delivery.com/cities/nyc/categories/restaurant/metro-diner,2641 Broadway (100 St.)
Fine & Schapiro,https://www.delivery.com/cities/nyc/categories/restaurant/fine-schapiro-w-72nd-st,138 W 72nd St (Between Columbus and Broadway)
Planet Sushi,https://www.delivery.com/cities/nyc/categories/restaurant/planet-sushi,380 Amsterdam Ave (Corner of West 78th)
Telio,https://www.delivery.com/cities/nyc/categories/restaurant/telio,2481 Broadway (Between 92nd & 93rd)
Sushi Yasaka,https://www.delivery.com/cities/nyc/categories/restaurant/sushi-yasaka,251 W 72nd St (Broadway & West End)
Gan Asia,https://www.delivery.com/cities/nyc/categories/restaurant/gan-asia,691 Amsterdam Ave (93rd Street & 94th Street)
AG Kitchen,https://www.delivery.com/cities/nyc/categories/restaurant/ag-kitchen,269 Columbus Ave (Between 72nd and 73rd)
Amla,https://www.delivery.com/cities/nyc/categories/restaurant/amla,2735 Broadway (W 105th Street & Broadway)
Patsy's Pizzeria,https://www.delivery.com/cities/nyc/categories/restaurant/patsys-pizzeria-w-74th-st,61 W 74th St (Between Columbus and Central Park West)
A La Mode Oriental,https://www.delivery.com/cities/nyc/categories/restaurant/a-la-mode-oriental-formerly-thai-nam-,424 Amsterdam Ave (Between 80th and 81st Street)
Empire Garden,https://www.delivery.com/cities/nyc/categories/restaurant/empire-garden,911 Columbus Ave (west 105th street)
Blossom Du Jour,https://www.delivery.com/cities/nyc/categories/restaurant/blossom-du-jour-amsterdam-ave,165 Amsterdam Ave (Between W 68th and W 67th St)
Fred's Restaurant,https://www.delivery.com/cities/nyc/categories/restaurant/freds-restaurant,476 Amsterdam Ave (83rd st)
Perfecto Ristorante,https://www.delivery.com/cities/nyc/categories/restaurant/perfecto-ristorante,2479 Broadway (Between 92nd & 93rd)
Broadway Pizza & Restaurant,https://www.delivery.com/cities/nyc/categories/restaurant/broadway-pizza-restaurant,2709 Broadway (Btw/ 103rd & 104th St.)
La Piccola Cucina,https://www.delivery.com/cities/nyc/categories/restaurant/la-piccola-cucina,964 Amsterdam Ave (107th st & 108th st)
Caesar's Palace Pizza,https://www.delivery.com/cities/nyc/categories/restaurant/caesars-palace-pizza,493 Amsterdam Ave (83rd & 84th St)
Europan,https://www.delivery.com/cities/nyc/categories/restaurant/europan,2503 Broadway (93rd & 94th St.)
Domino's Pizza,https://www.delivery.com/cities/nyc/categories/restaurant/dominos-pizza-columbus-ave,592 Columbus Ave (Between West 89th and 90th Street)
Young Chow,https://www.delivery.com/cities/nyc/categories/restaurant/young-chow,666 Amsterdam Ave (Between 92nd and 93rd Street)
Oaxaca Taqueria,https://www.delivery.com/cities/nyc/categories/restaurant/oaxaca-taqueria,424 Amsterdam Ave (Between 80th & 81st St)
Pinkberry (93rd & Broadway),https://www.delivery.com/cities/nyc/categories/restaurant/pinkberry-93rd-broadway-,2508 Broadway (Between W 93th St & W 94th St)
Amcook Fusion Cuisine,https://www.delivery.com/cities/nyc/categories/restaurant/amcook-fusion-cuisine,154 W 72nd St (Amsterdam & Columbus)
Numero 28 Cucina,https://www.delivery.com/cities/nyc/categories/restaurant/numero-28-cucina,660 Amsterdam Ave (92nd St)
Mario's Gourmet Grocer,https://www.delivery.com/cities/nyc/categories/restaurant/marios-gourmet-grocer,934 Amsterdam Ave (Between W 105th and W 106th St)
Jerusalem Restaurant,https://www.delivery.com/cities/nyc/categories/restaurant/jerusalem-restaurant,2715 Broadway (104th Street and 103rd Street)
All American Pancake House,https://www.delivery.com/cities/nyc/categories/restaurant/all-american-pancake-house,2282 BROADWAY (82nd Street)
Sushi Hana Japanese,https://www.delivery.com/cities/nyc/categories/restaurant/sushi-hana-japanese,466 Amsterdam Ave (Between 82nd and 83rd)
Indian Tanpura,https://www.delivery.com/cities/nyc/categories/restaurant/indian-tanpura,564 Amsterdam Ave (87th & 88th St.)
Ozu,https://www.delivery.com/cities/nyc/categories/restaurant/ozu,566 Amsterdam Ave (Between 87th & 88th Street)
